Date,Customer,Total
2020-01,f895faab5341bcf0c2d59b1a6383acf9eed4219435a6e7449300855530dc2924,10.0
2020-01,8773365c54775d383f1b139739508d3a535a3c6743090508ee4448c817a94fa1,6.0
2020-01,b2ed6d63fe93443a19987ae99e05514d45101100230db69a0b5527b160bd6406,6.0
2020-01,00a854c87b6ebee15d03a7e05026d3849b8254934f5bf8336225eaf19a5a1dac,18.0
2020-01,97c1bc2086d6339a2fc49ebabfc86e89c3d4bb74a7a67be3347c337e2075eeb7,20.0
2020-01,4e89bdbf81e841643693d47ddfd67a09b6965a85c105ca22fcd370fa4220a7a3,5.0
2020-01,a6073d66ed03df429df1efc06936326e5ff1a8b805d8f70597ed96020a79a717,1.0
2020-01,7de22a66d168fd90a39eedcd250ca9a3d204cb78c55894f3428b0bbacbb79b05,4.0
2020-01,a6073d66ed03df429df1efc06936326e5ff1a8b805d8f70597ed96020a79a717,1.5
2020-01,b2a6e40ba22de24f29b4f626cba24dbc146a65bf59c7914eeeadde8021cae187,16.0
2020-01,b2a6e40ba22de24f29b4f626cba24dbc146a65bf59c7914eeeadde8021cae187,1.5
2020-01,622657eadc6b89d08617306c2014f208832c07a0e7aa33ac18e8ebcb95a81c37,6.0
2020-01,349f41c92d75a51bd08a41751a5142b737627810b5223b1b0c61a51b9f211b75,6.0
2020-01,3ad24c230992c6b527ea3becd7e3f268aa1945f5acb26719ca19e50eda98759d,8.0
2020-01,319513143aacecd438eb6bdb1f7b5b23afc81ed16fc0aa291e108d4059517f28,5.0
2020-01,fdae4283786be8a88f1ad92cd3b49426f27f48c956bacbc294bbe72abcd31a4b,10.0
2020-01,3ad24c230992c6b527ea3becd7e3f268aa1945f5acb26719ca19e50eda98759d,5.0
2020-01,ef80f11606d57151b2c24e61d4020675bc8da206ef56306dcf3082e3b2292d93,6.0
2020-01,0e83a54bfeb78e5e17958e50eb43ba920bf58fbfbe6731d9b138126d76bcca38,16.0
2020-01,65f048f25923080ff544bc7c043c91161df5786ceeaad222e471da27d3cd65d3,6.0
2020-01,41c83491235cdd89099009547e5addae2e6c27df5863c985bfc5ce34a21af0dd,6.0
2020-01,c5a15454facc1c3a00fbdd5314731f9bd72f2100545d6571507661885b0082f4,4.0
2020-01,989e27aab0673e16555268ea8eb37b3786e9017a0444dd19324bf4f908487d8b,6.0
2020-01,3df1edffbdcde77d67de57cb5e34ecdcfa399af1cd4c410ea9dc01b9b7b6731b,5.0
2020-01,889c0a2baa2d7ad1b131420dc1513cc63cf1ff0e2774fc12567278320bfaa0f8,6.0
2020-01,a6073d66ed03df429df1efc06936326e5ff1a8b805d8f70597ed96020a79a717,26.0
2020-01,23b09aadaba3a1ca3de795314d29560724852e366cbd61a44d53b18837d7e851,5.0
2020-01,7879309386cc77526dbe9de4e79e0eed0dff74894ac02497df958f086bdec117,6.0
2020-01,29ec580d4998c3f30efbeea34ae4690e23144099f32c1255e720ff36051511ec,6.0
2020-01,8c395ae5dc43c817bc7923ceba619b9aa16e9d3f0888a8d20099008108af5a67,6.0
2020-01,81b9ce66c6d26b47844fe217c1850e762f1e064faa4be289f1e5d84dea1844d4,6.0
2020-01,5b42ccbb89ecd8069e0dc77872736a8f230ec753d1fb2b46af225ce145c51e8d,6.0
2020-01,2c02ad2d5aa105cea5f8ac00c1b88110111da2c58fdc63d60a61201fd9c2de6d,6.0
2020-01,7945988fa13d0ac9ad1f8fe391c5eec021378610ea92c199e21836bf89b96a17,15.0
2020-01,5889cd85b41f0a1638d3f049e9aa84d6c6a981d1d9b385bca7f262df4859fde0,6.0
2020-01,889c0a2baa2d7ad1b131420dc1513cc63cf1ff0e2774fc12567278320bfaa0f8,6.0
2020-01,c963148b28691e88a2168b613456166336407d02559d638ea178c6c8968f06c6,6.0
2020-01,c1cff080d4a6e40bda6392c7fbc75fe226f63bac065a8602f8266646fb3b2a1e,5.0
2020-01,7f77658ad116f78e3e3cc5859d1171a579a0884ab61fb6bb1ff1d01ff0ad8619,6.0
2020-01,2a9f78253ec9db78216d0e169c18599ddb4c33cd86ecb9ba63cfc12ef1913a90,6.0
2020-01,c1cff080d4a6e40bda6392c7fbc75fe226f63bac065a8602f8266646fb3b2a1e,4.0
2020-01,a489ee1ae097b700bb1a3ba8250ff8cee1ceae462e145b33d457ea9a8767087f,6.0
2020-01,f5e45e719081de3d8ef945ceca622f89afe7d45cef872ea29ef5ddc857a00c47,16.0
2020-01,a489ee1ae097b700bb1a3ba8250ff8cee1ceae462e145b33d457ea9a8767087f,5.0
2020-01,913be3de9414d05217334e6a6772d550c04bbaf3367f4f3d3bb0e3af097eb969,6.0
2020-01,c116c54f082a021dd822ffcb68d305499802f61c42c718e92412b8bf500ce803,20.0
2020-01,48c52746db2b2910310f219de44dea7134b944603effa3b6b799fa45c5e60653,4.0
2020-01,2b416bf52eb2839a3c9b58fcc2de2ac7683cdedf0d777974edd527f3b9256637,6.0
2020-01,87d320226a0fafa0969be72d3a4575cacb07af05bbea8a93c945ba57ba01c8cb,32.0
2020-01,87d320226a0fafa0969be72d3a4575cacb07af05bbea8a93c945ba57ba01c8cb,3.0
2020-01,48923a412faacc3602657b67f10c5a88914807e899accf2c2bbaf6079e29fdf6,12.0
2020-01,c96ad932c66aa9e6b8e912fe86daef494f5926f8742545a7530543c8e5546002,6.0
2020-01,5956d42c0e4bc77143ac1d3a8b580f49c38378a94c3a20aa3b4797ec1cf8f639,5.0
2020-01,d3097d92319f5dd6931986431c90fc1c781ed4c472b8cc2d9203175e4ce3b012,5.0
2020-01,97532633f2c05f2fd5403cd54ac78703f60a8fd22e4c66cab49c7cd1325a3114,5.0
2020-01,ba2df3f624264b96c7d8d332ebeb68a91352b00f7fb9c10b38ccf59f8e920511,4.0
2020-01,fe50d331a994cd58b0257a10db70a6616c59cf816172869bd61c0e4617f3de59,8.0
2020-01,fe50d331a994cd58b0257a10db70a6616c59cf816172869bd61c0e4617f3de59,8.0
2020-01,49375c590a7a307bd0bc4e927f861e4790e57a82e89ff876f830dd5453636d69,6.0
2020-01,fef1cf7e52aa5a16d2d2d787ecf8ee03a307ebbaf5e724576075d3091ded1e71,6.0
2020-01,97532633f2c05f2fd5403cd54ac78703f60a8fd22e4c66cab49c7cd1325a3114,4.0
2020-01,0521fffef8ae666b3c153113222ac895a84054c9d1a79c78f7aacb2197ca15e5,6.0
2020-01,902ebe3c068142520bdeb9b0aa168373717f73cd379e4309015981b93678eaa6,12.0
2020-01,b58c2dd056f701bc6a36c29a19749f2b830f487d23d505f8f67d4d284c533dc4,30.0
2020-01,6b9319f401f2bc48df1d8106262427fb06f5021cdbf5155a096d5568b9df04e7,4.0
2020-01,d18522b6a0fefe3eecf3233e73fb4d096926a4d5f3753ab338d9dfdf3d7be3a2,6.0
2020-01,2ba7f599184baa29459a597c55a80bc7a2ebfd7f18b91a1aa059ac9d331a195d,20.0
2020-01,d18e87622eba7d60b73a51262611b60a830fb1fe28c8401c320067fdba558465,6.0
2020-01,b8c781f6167c2cf7f10dc122b2c07ff2b21d578147d541cdc8d2eb551b40302c,2.0
2020-01,d15ceeffe941baecc4cf7c11c0da486b45891b353184a597d3702e1462503c43,27.0
2020-01,7a1c8679f7ccbe8a6d0bb5977889d19138e4497c3508271f68b39ec871ef5e25,5.0
2020-01,055c05b8538062f70fe91308ab997259eebd2fcb185ad509f3d3909944744c7a,6.0
2020-01,4dde082b79380a48a07ce136ea75fcfce0cb36de9847f12ec9984ec65cd423e4,9.0
2020-01,d7da9ad23317c23ce393b38a78ff2a4d6339e1dc231577783056577d5afe6771,4.0
2020-01,b8387649c2862d9f3f451a08242e9662e671dfffd0af46e482dc5ca43dece794,5.0
2020-01,cc55f84a87ea64131df31fb4c494c1cdd67f30d23a4b1616043bc6ed9ec3da8e,8.0
2020-01,d7da9ad23317c23ce393b38a78ff2a4d6339e1dc231577783056577d5afe6771,6.0
2020-01,039b8912a525625ce609d289ef3a93c404ce4ff6135d873f0adc10a0565b3efe,5.0
2020-01,7ab9956a18883f54122804525d373eb078456fd5b08b1944b367bd396dd5c8b9,6.0
2020-01,6b8e38e5b2a0f58c3fc626d4c488b4c61ca40621783b1a8bcc75549db934e19a,6.0
2020-01,f2ad2155cc7c4040807350e425253c31f376e3b238c20598dd69bb74e566a58e,3.0
2020-01,58e5f7a20e53e823f907a6a1508bc2da0b117d2c61868d06acdb9187d49b908c,6.0
2020-01,f2ad2155cc7c4040807350e425253c31f376e3b238c20598dd69bb74e566a58e,14.0
2020-01,f1708bd18d520f461b921e6a913dfd30ec6e6942befbf5a2b0d322cd1771dac9,20.0
2020-01,877b5fc6c8fbd74b5f0a586e5194b276874b0eec730415dd4a07882c1000bb19,5.0
2020-01,8994225e1bf8d1476d13ad8048809a6b3504b2f828468c91ff8056f447ca5087,6.0
2020-01,19a86c9702af3995ebca48bcb0c3dac0cb0e37b3ab94dd19dc56e267bc58136d,6.0
2020-01,af4ce7ad74689ba49c602a0346f007a310d047643f3917189975a3bce07f5b6c,4.0
2020-01,0d6e075f9df42f7d5f81206aa924bf037945e7328b4105e782ebc9c1e2c42baa,6.0
2020-01,6410437e0d6b088b89f003afa94efc0ad40b1ff2c897db17b500c6202478a21e,18.0
2020-01,6410437e0d6b088b89f003afa94efc0ad40b1ff2c897db17b500c6202478a21e,14.0
2020-01,6d1e9abb7f61b97609d101f11c52d1cafffcd87bd502fc2954df5b7f7f678839,4.0
2020-01,6d1e9abb7f61b97609d101f11c52d1cafffcd87bd502fc2954df5b7f7f678839,8.0
2020-01,f1708bd18d520f461b921e6a913dfd30ec6e6942befbf5a2b0d322cd1771dac9,6.0
2020-01,ef184b464f5aa547d7471accfe450d03ff4fca576e9697a55219a7f8e2e81aec,22.000000000000004
2020-01,c9485a92c11aff1487d0dbc1b237ae5b5d9d1b68957d499f084fdf79c4cad6c1,6.0
2020-01,e5ba46a8e9751c5a16444dd670287bbe8f9a956db5b3e36091c8321174997af1,6.0
2020-01,f5583c28434e663b27a059b4ea92e929a71b8f6151e5233ba43dd11d43d4c23d,5.0
2020-01,48f76a6d8fad28444983ab98845e47a5bac637a994235840a1a9c1d5c0c0cb04,6.0
2020-01,720134f6735a7cae3801079d480b5f816a91faeea5a4a37a3ef80d25f642c633,6.0
2020-01,2abffc4f720bc215187ebf72db4b15f02aba3c20b024cec3cc5dc7a5740b4351,6.0
2020-01,e061e4b68c6c4f3bfcf0024b1837e548ce744d740116d38a2e2a1d4c4f92b10e,6.0
2020-01,075ad75bcca3a8b4de98751f891d20a8a6ce5dcdf9a0b56fdba6e994568a2a21,6.0
2020-01,022f3a11bf7bc25fc8649176f3de8353968ccec2d404623d5b460217b8ec625f,6.0
2020-01,b282f3b181d135bac0a01123d6ed0b6bd2c7a337f62a3d7832c46ed857949c2e,4.0
2020-01,b282f3b181d135bac0a01123d6ed0b6bd2c7a337f62a3d7832c46ed857949c2e,12.0
2020-01,b282f3b181d135bac0a01123d6ed0b6bd2c7a337f62a3d7832c46ed857949c2e,27.0
2020-01,d67d72e0c3781afdab26bc8cfe6acc5091ba0a6448b6bc479dfe1d12903183f5,6.0
2020-01,872a588d77f92846ebc92a4beda0dee2c68920451872a8bf530400e5c8138c52,6.0
2020-01,83705a5dba3b5a82bd286dee85d91985557ad730db1e920a877e3d4adff7fced,6.0
2020-01,047986a2a9633cafc53f04ccaa2e74cf78023d0d0d47537c2f97f746b1b76081,8.0
2020-01,047986a2a9633cafc53f04ccaa2e74cf78023d0d0d47537c2f97f746b1b76081,4.0
2020-01,d81ae1e39be4dc0948acf1f755ac485fbcccda1345e90acd22b7e5701af8fa63,6.0
2020-01,54b50096737aae8b3ed84a0e1d889f279eacdd145b2f44ef1a6880a9c4aedb00,4.0
2020-01,79ff50ea8de170d4dbe47e4ddaf02218371a52e3a717927a8d8c557ed7b0745f,6.0
2020-01,2abffc4f720bc215187ebf72db4b15f02aba3c20b024cec3cc5dc7a5740b4351,6.0
2020-01,382f8428684fa6ef4ee173c0a2e7f1f2517ea4df3f324b63f5477e6e967f857f,5.0
2020-01,54b50096737aae8b3ed84a0e1d889f279eacdd145b2f44ef1a6880a9c4aedb00,6.0
2020-01,c4665addc8b440cc8194ae604809b300cc0692213e1872d8509c7a95aa50c81e,9.0
2020-01,6a98c23c7ff6f253c7739c0b9ded7a493329131346bd7e1f4d6580c34b174b8f,6.0
2020-01,e8772860dd0cceadb8345d22541e9bbb98d23dcc4788dee5a0d739cf7d848ddb,6.0
2020-01,70daadfd2269748a90deb90eed70cc06cdab408995c4b45b37f8f3a4e48ff0a6,6.0
2020-01,583433ca858fd0bad763d0ea7eb0413e9bd5cee1a3c7e16f80905876d6ea4530,8.0
2020-01,4354cd49bedec70e05b134eaa973f9fbab4a3bd802acd099d8842433f1bf87e8,6.0
2020-01,4e899ba7793d35a5ff0c5f7908c632635bb4afbcaa2f5e603c555ea05cadfcfc,4.0
2020-01,583433ca858fd0bad763d0ea7eb0413e9bd5cee1a3c7e16f80905876d6ea4530,4.0
2020-01,cb564ca09a59c2b2f49fdc3164f697acb486fa3ae44857baad3717bb734f36a4,6.0
2020-01,13d960873408c7ffced13486a2d27df33b7db86ad3e3706290be187c7da290f2,6.0
2020-01,8a1dd854c347f420641d8418bfdd18dd640247b6ccc7d8e06d1a2b656baf127b,2.0
2020-01,6ad03723837b14495df2cd68c069d010aff4202562396236aaa57a40be08005d,6.0
2020-01,e2750921bcdffc478cda0ce3d96243a9625371b14c4624735a4fd9782e1642f2,13.0
2020-01,47458a531873b43cce16dd318d6bfe8ae80059c81691297a7d24134aba606236,6.0
2020-01,6a98c23c7ff6f253c7739c0b9ded7a493329131346bd7e1f4d6580c34b174b8f,6.0
2020-01,6a98c23c7ff6f253c7739c0b9ded7a493329131346bd7e1f4d6580c34b174b8f,12.0
2020-01,382b4c724e9fac1fd13f1182dc05b965df03e4027bcf16bfdd1ee06c1b34117e,5.0
2020-01,281ee3cb416822f05783b4002e180f1e616717bd5d7f3109745661bdd1818edd,6.0
2020-01,bb0fed4c7637890433fb03f16f1216e8a09ddb91b3bd6d08f9f267e3a92e7322,8.0
2020-01,249ded008a476a48e2cda94d271f80ad7cc9c41b4700370ee404c29e31df804a,6.0
2020-01,6a98c23c7ff6f253c7739c0b9ded7a493329131346bd7e1f4d6580c34b174b8f,2.0
2020-01,f51e13482c0bcacb04593f85f104960649573cc3612ce648776bdb0a8cf72c3b,10.0
2020-01,0724e9f58f8ed8912aa75bfa8da70986f39bc897f79fb73af3e80892d4283a2f,14.0
2020-01,2fffcc2301258e80e79d9d82bdb152a117a54ec1500ca44b1d2bd66232bc2c9e,5.0
2020-01,249ded008a476a48e2cda94d271f80ad7cc9c41b4700370ee404c29e31df804a,16.0
2020-01,6a98c23c7ff6f253c7739c0b9ded7a493329131346bd7e1f4d6580c34b174b8f,6.0
2020-01,d2f32c61e737407b3fc5c405e38f918f0664a435652e1dad150b62e2ddf84461,6.0
2020-01,1518384fe6e28cbeb18af22c14e264185ef19c93e91351275f08d2c188953a69,4.0
2020-01,625bda20a914eb99f66f0300794734f5981f54f7c9028b69df40eed5d0535ad9,5.0
2020-01,928bd9b3e3fa5dd7c289f6450ed3d9465090aeb6448edcbc215f105475b7ea2a,5.0
2020-01,5264e2f1a5968534cff31cd653acf425da6a9dc90893f4d56b4e3cda210ae432,4.0
2020-01,625bda20a914eb99f66f0300794734f5981f54f7c9028b69df40eed5d0535ad9,6.0
2020-01,d4ef7b25094010c1e8e37d191e0eb637fe51da682ab5385e2aca06d7255ef527,12.0
2020-01,87eec33b964ef066fce474361946c2a7e9ec81607d4bf9c8c7e8d91a4ed5df6b,8.0
2020-01,87eec33b964ef066fce474361946c2a7e9ec81607d4bf9c8c7e8d91a4ed5df6b,10.0
2020-01,a536b32b999c3bb7734bfce45c325ad959412d7f76918e0a7b989aae741e2953,5.0
2020-01,1e1a3bca1bba8626e6e4cddd9c1b82e9fd08c629b637a5de49a694a27a6199ec,16.0
2020-01,349f41c92d75a51bd08a41751a5142b737627810b5223b1b0c61a51b9f211b75,8.0
2020-01,ccb4c6736315781b149ec612962e1e62f0f0390dabec4f9a99d95e285b83b2ff,25.0
2020-01,349f41c92d75a51bd08a41751a5142b737627810b5223b1b0c61a51b9f211b75,8.0
2020-01,7c3c9189440ec56408008dd27b737f30537344c80bb23cfa8b79dbdb753d8fb9,25.0
2020-01,c83a5e5492b329e9757c7642f88511c8eef631db27dc8e5384e4316cb8af7320,6.0
2020-01,625bda20a914eb99f66f0300794734f5981f54f7c9028b69df40eed5d0535ad9,5.0
2020-01,625bda20a914eb99f66f0300794734f5981f54f7c9028b69df40eed5d0535ad9,6.0
2020-01,224a07b9606dfbd4d2022a56d27fb7ad62011ef5969a031988059d72027a0013,6.0
2020-01,5c72a75b9cc134fb6a23c6d63744d714835b8857d510bc6d98445fa13966dabb,6.0
2020-01,0d1b80251861cd0b67166f02ebca5dbf68a3d4c318164f03957aaa79495256e7,4.0
2020-01,5c72a75b9cc134fb6a23c6d63744d714835b8857d510bc6d98445fa13966dabb,16.0
2020-01,4b086d486ae52f2a92e82a07df0977b36ffdc6419ad9aa69c4977436fc71f686,12.0
2020-01,879bddf3bb666e1debf2bb0d59f7f8f25bc55feb99a3134ddc837f1536a14c6d,6.0
2020-01,70f43a103faf3c98f82f2997059203fb26ba692cd6076880531d791d3ed65c86,15.0
2020-01,4b086d486ae52f2a92e82a07df0977b36ffdc6419ad9aa69c4977436fc71f686,5.0
2020-01,06731e6e3d43dc17b0062e6ac5e12afb56be17c521ffef43082963249e6445fb,6.0
2020-01,647d6e75d4896ab1a0c24004c7cd35f635bc1ef311fa1bf62f27a0fb4e807dcb,8.0
2020-01,f926346014823051a1ea2a878033636483c009253544fbd629c6c39e42942336,5.0
2020-01,a6042e5abe2c115de2fd9523c8ef6238cd9928cc417397163b93e70ecf5ac020,6.0
2020-01,13b2bdae82971e9447cb3418bfb2179d1a061ce51d87b6d52d489c3a985eaa4d,14.0
2020-01,4bf2351b8476e39156dcd32a8981990687e1a8855b7ca25a8bf64cfc0edfb804,6.0
2020-01,c861aaeb3de94a52a00e94307b2cbb1d7af747a7f558aa0e7cc229afe0643569,6.0
2020-01,985c25c150d3a1ae518c25e17edbdbadb5deff89f54a7942537cf705d9ebba05,20.0
2020-01,e0e14e7277b5068a117214c8f84349cd3e475277ec5e6f2dc17caa1929e11f9d,6.0
2020-01,269c76ab6fe097cc94685753ba19e53b5f806426c6eae8ae03a990508450579d,5.0
2020-01,992aeba4c7cf34caaad3365f069527c8b02a530c5edf6d4f050321c47c7c71b0,6.0
2020-01,992aeba4c7cf34caaad3365f069527c8b02a530c5edf6d4f050321c47c7c71b0,2.0
2020-01,75670c48469ce6f7e2176817a7a4e227718c1f275545ea6bf9fcb28fe48b8abc,6.0
2020-01,ce8fb0c67bec1b8041ab6648930ce1fdad8da49d73982275d9e72d0ef4bfad87,5.0
2020-01,80f4edd9460bb8a80696131e2f0419b96f46697dee081ab606ecd5aa3c6dd7e9,6.0
2020-01,40a6eacba2e5348282f34fcefc385ce64dc42a3466fea0309a4a17b6457f9f37,10.0
2020-01,c861aaeb3de94a52a00e94307b2cbb1d7af747a7f558aa0e7cc229afe0643569,5.0
2020-01,c3819bcc8f479769e96b9dec704f666957a693224e3f5445394103a94ef2a15a,6.0
2020-01,61a74524eda10843b9db46ba1e54ce989b046a8cfbeda0b669ea13b6945cdc0b,6.0
2020-01,0b690fa047180d9a6d19608399295902c80f60fdf28920e35bb8dbadf30dfedf,6.0
2020-01,167ceda16dc74f520ae1ffb9fc02a4b5106d9f344f8f75e3e667aba230002b95,6.0
2020-01,8b505b3acb37ac2441e42ac4ae59c148403ed526ba2f1539337b5b5d63dca0fb,8.0
2020-01,8b505b3acb37ac2441e42ac4ae59c148403ed526ba2f1539337b5b5d63dca0fb,4.0
2020-01,919c783c71778b32a1bad3365da98d27b501dc7b13d5b9e4fa26fbd800514aec,6.0
2020-01,6998435e7e7fca04b3f8fd6c66e4b111aca6850483a7bef881a9e3ab9418cef0,4.0
2020-01,6fabc5c7adcf59a3c52fe3910a42a7d816963e3b9bdf11dd47d958b9f4318944,6.0
2020-01,fef29ce60a3f97f5a0a5877012d28dd80ef73bc73780415fa0234dbddd157496,6.0
2020-01,de870a12957c067ce005baf87ab3d947e9b19b6fdc68facfd0ba5f62a6a35faa,6.0
2020-01,cafa6ab8c56395b041a687d8a3e9215341e5fa4a5a067d0dccd89d535e9adafb,6.0
2020-01,3016fb2cb2f5a9be32e8dc04197b252535deaa20f45524acc3f8704fa0c12ebe,6.0
2020-01,c38f7aa4cd55a338011d1a0cad0f3039be5a55c3816990303b7289b2c6bf2488,5.0
2020-01,c38f7aa4cd55a338011d1a0cad0f3039be5a55c3816990303b7289b2c6bf2488,5.0
2020-01,b4f804692d641f82a3fca613661c6fb84f2222200f16c75c4e022bfc8e2e9fe8,6.0
2020-01,902ebe3c068142520bdeb9b0aa168373717f73cd379e4309015981b93678eaa6,4.0
2020-01,ba2df3f624264b96c7d8d332ebeb68a91352b00f7fb9c10b38ccf59f8e920511,5.0
2020-01,ba2df3f624264b96c7d8d332ebeb68a91352b00f7fb9c10b38ccf59f8e920511,5.0
2020-01,4b086d486ae52f2a92e82a07df0977b36ffdc6419ad9aa69c4977436fc71f686,5.0
2020-01,405eb2e2251a51f342459f072352a19f881f90d386bfa2b3ca2de3fc09eaf9ae,6.0
2020-01,005864dd0d6360d6d1c3346b3f07b1557583ed53900ee6c86b0d0fddaf259574,6.0
2020-01,c8211d491ccbfd76b454eb23ef3633ca6a8f48cdce80aa07a358a7fa9eb74b74,4.0
2020-01,f895faab5341bcf0c2d59b1a6383acf9eed4219435a6e7449300855530dc2924,6.0
2020-01,c6d115614e448a02e1ea907cda86af72dad7c05056519044683eb632281f1dd1,6.0
2020-01,902ebe3c068142520bdeb9b0aa168373717f73cd379e4309015981b93678eaa6,8.0
2020-01,36897d85f2aa9b1c3a1b2966bfb4893957ff4475ce7587bfb91b38fb8b4f2810,6.0
2020-01,36897d85f2aa9b1c3a1b2966bfb4893957ff4475ce7587bfb91b38fb8b4f2810,4.0
2020-01,2d40792efeb15f5449fdc0c369cb1c6050d566be2f4f3601f09eb20d5f4c0f78,8.0
2020-01,0cb2f609c1385e19e1c54968323d8d5ec9790a5f4ac3376fc7a179f508ad8a0a,6.0
2020-01,a9f72c4980b5b36128bea5e2595648b6d5be9dae670ce3e9a5d73d819581a046,4.0
2020-01,569671c7050f1ab4824a8c930855f851a34fa70f3cc9aa92ef3e0d485b3f6bed,8.0
2020-01,99cedc80d30728e0167e4c5fe724c2813ba70b08d40a9a3730d6038cf1a210d7,6.0
2020-01,0df0493ad4535fbedd6b721a93cb4436a8b217dd8e59a13d97c1fb03629d66fe,6.0
2020-01,2ba122a101b5879034686bdcb756540f43c0feee337233b011316763355130b5,6.0
2020-01,ba2df3f624264b96c7d8d332ebeb68a91352b00f7fb9c10b38ccf59f8e920511,8.0
2020-01,dc53146fe5b3b1850a4c9c1afdab2325e94af01b265d977f8ddf520a19108ff7,6.0
2020-01,3572f90b09c58d1372e930443dd07fe308b2687816060a21d2451241ff0a2ddf,6.0
2020-01,13924d83df044f76a0c0be45b4d909dcd3848a836b5abf23f9016bfaae93e893,5.0
2020-01,f6f8f323fc623d6679e6dea16b60b2394137ab5e10991171e3ac6ccb0566dc88,6.0
2020-01,79d6922d52828f912a160d7602296f2d010610d95d7b1171e1b5198e5ae7469d,5.0
2020-01,db3765ea83e39c9f20b2f1775722e75ec0e1824ec3306397ce6a3a3d613672cb,6.0
2020-01,ee623826bd2e821949cf8331f9a0019073c5b19144d38dd8dd72f9c8c8db0d15,5.0
2020-01,ee623826bd2e821949cf8331f9a0019073c5b19144d38dd8dd72f9c8c8db0d15,5.0
2020-01,ead96854858bc28ff2eb54ebef26b07c509470d19f0ce8fb540cbe2b62d3f42b,5.0
2020-01,ee623826bd2e821949cf8331f9a0019073c5b19144d38dd8dd72f9c8c8db0d15,2.0
2020-01,185a2e3ff728fee1d5e659f3dd888bfc04c22d51b9138532162741896907b3aa,4.0
2020-01,cb339d9d82903d786e14ead918e30d96a918fe54f6c5f69ef1177159c53a31f6,1.0
2020-01,6497c188f2f767c61331a329c0917607afd64518a6eb55a633d1b11adb859a06,5.0
2020-01,cb339d9d82903d786e14ead918e30d96a918fe54f6c5f69ef1177159c53a31f6,12.0
2020-01,cb339d9d82903d786e14ead918e30d96a918fe54f6c5f69ef1177159c53a31f6,16.0
2020-01,b9ca477244f4aaeadf45e1724c5ab79cb79c3837f0ef00a50a6de1f671e17695,26.0
2020-01,cb564ca09a59c2b2f49fdc3164f697acb486fa3ae44857baad3717bb734f36a4,6.0
2020-01,4473fc56c16783992e6cc32eb279c87ef864a6cee4333fed6c38132445c84e4e,4.5
2020-01,67c3ee91bcd2b3e34142790189f953c75c2faf00efdb7accb0e44d2b7a1160ce,6.0
2020-01,928fa5f01999a61e891ea40876e61b6666552e76c5415ee9df66314979f8e75e,8.0
2020-01,b9ca477244f4aaeadf45e1724c5ab79cb79c3837f0ef00a50a6de1f671e17695,16.0
2020-01,fc57fa8ff93fb619f89228dfd8d1263249bcb60cae872c9ea0020fe4d61c2140,6.0
2020-01,c4635144a1b6f87f5a0bec45da6f98d5c370c82af9981b12abebeb4d7e982498,6.0
2020-01,6c7cfde39dce4a7130eec55296a89b0bb75f1862d7011b43537c1ccaa1f0e288,4.0
2020-01,c861aaeb3de94a52a00e94307b2cbb1d7af747a7f558aa0e7cc229afe0643569,4.0
2020-01,928fa5f01999a61e891ea40876e61b6666552e76c5415ee9df66314979f8e75e,5.0
2020-01,b9ca477244f4aaeadf45e1724c5ab79cb79c3837f0ef00a50a6de1f671e17695,20.0
